"No","step","type","amount","nameOrig","oldbalanceOrg","newbalanceOrig","nameDest","oldbalanceDest","newbalanceDest","isFraud","isFlaggedFraud"
316620,16,"CASH_IN",4312.99,"C1886754159",404077,408389.99,"C877393512",389175.87,654653.1,0,0
317344,16,"CASH_IN",13239.16,"C2090704983",380220.49,393459.65,"C877921495",1371442.37,2124706.03,0,0
317696,16,"TRANSFER",692143.99,"C1859903242",438803.89,0,"C300261603",864086.28,1438041,0,0
317842,16,"CASH_IN",131201.3,"C1905360706",436408.53,567609.83,"C919902821",1059048.11,927846.81,0,0
318683,16,"CASH_IN",386802.32,"C2016832252",160404,547206.32,"C1566345583",1118484.74,731682.42,0,0
319153,16,"CASH_IN",163737.94,"C1999143557",3700,167437.94,"C234162500",875697.21,955280.02,0,0
319158,16,"CASH_IN",204866.66,"C2059423431",768899.25,973765.9,"C328852135",923925.23,719058.58,0,0
320141,16,"CASH_OUT",392812.05,"C1951298096",0,0,"C750537089",1050979.73,1443791.78,0,0
320171,16,"CASH_OUT",244251.92,"C1918332344",1003333.98,759082.07,"C220139610",1180154.9,510813.49,0,0
320451,16,"CASH_OUT",188331.5,"C1991470481",55483,0,"C416982864",1142245.35,1330576.84,0,0
320467,16,"CASH_IN",69118.48,"C1939055669",820806,889924.48,"C1130838868",835994.53,766876.05,0,0
320568,16,"CASH_IN",317214.54,"C2017401514",834528.3,1151742.84,"C1269219205",1300825.54,1326805.56,0,0
320570,16,"CASH_IN",55391.33,"C2102078291",1296792.63,1352183.96,"C1504420803",1394256.65,1338865.32,0,0
321174,16,"CASH_IN",316853.13,"C1921773525",623313.42,940166.55,"C1193892810",844444.69,695005.11,0,0
321506,16,"CASH_IN",84174.29,"C264628311",969994.3,1054168.59,"C1604937775",1408500.03,1324325.74,0,0
321533,16,"CASH_IN",211425.94,"C2121807324",884326.55,1095752.48,"C1638324881",1172421.77,1340273.83,0,0
321888,16,"CASH_OUT",163623.26,"C2143555230",164109,485.74,"C892503761",1082055.52,1245678.77,0,0
321895,16,"CASH_OUT",105447.24,"C1754916978",349660,244212.76,"C443298466",804093.39,784682.22,0,0
323483,16,"DEBIT",1606.95,"C205963496",171972.2,170365.25,"C1891861380",841881.3,1008879.1,0,0
324877,16,"TRANSFER",110320.86,"C1943382428",628,0,"C595453939",1208655.46,1287628.63,0,0
325480,16,"CASH_IN",205240.86,"C1775579286",248632.97,453873.83,"C656113585",1685808.85,1480567.99,0,0
326379,16,"CASH_IN",91704.95,"C2015379422",1148601.6,1240306.55,"C1651379334",1348210.57,1542912.09,0,0
326380,16,"CASH_IN",398757.54,"C2051196340",1240306.55,1639064.09,"C756510599",888560.21,489802.66,0,0
326501,16,"CASH_IN",88742.6,"C1774590444",1263644.25,1352386.85,"C770213024",1188355.68,1126519.64,0,0
326520,16,"CASH_OUT",124415.78,"C2023166949",0,0,"C956767569",1135017.63,1259433.41,0,0
326808,16,"CASH_IN",162578.12,"C1978138344",477134.28,639712.4,"C2044086765",1061996.15,991810.2,0,0
327605,16,"CASH_IN",382601.78,"C1824990346",93985,476586.78,"C1225507744",1395798.7,1210562.65,0,0
327649,16,"CASH_OUT",17037.29,"C1828580787",151362.88,134325.59,"C1869952026",990439.61,1112486.15,0,0
327740,16,"CASH_OUT",23509.04,"C1991586415",0,0,"C83353051",978500.28,1002009.33,0,0
327761,16,"TRANSFER",828720.89,"C1422357582",828720.89,0,"C366986030",0,0,1,0
327762,16,"CASH_OUT",828720.89,"C1002446735",828720.89,0,"C185805228",9142622.59,10184336.54,1,0
327810,16,"CASH_IN",200375.54,"C1956968763",1086730.6,1287106.13,"C120041568",684499.95,484124.42,0,0
327929,16,"CASH_OUT",8710.57,"C2295595",400216,391505.43,"C2068302801",819230.71,827941.29,0,0
328287,16,"CASH_IN",184637.95,"C1815884700",422831,607468.95,"C1613715994",1605110.89,1332679.13,0,0
328959,16,"CASH_IN",76858.18,"C21048170",1068539.1,1145397.28,"C98928776",410417.32,623450.81,0,0
329032,16,"CASH_OUT",200851.16,"C2027838694",532747.28,331896.13,"C1831804772",1241613.6,1456853.72,0,0
329100,16,"CASH_OUT",142127.98,"C1957310304",695814.94,553686.96,"C1339765646",521481.26,413429.88,0,0
329241,16,"CASH_IN",318311.6,"C1772265571",63925,382236.6,"C2093777729",1230267.8,911956.2,0,0
329547,16,"CASH_OUT",79000.04,"C1991689347",307,0,"C839403720",1114048.2,1193048.24,0,0
329662,16,"CASH_OUT",3126.84,"C192928830",104654,101527.16,"C668247389",692833,962587.3,0,0
330007,16,"CASH_IN",444600.96,"C2010767853",112,444712.96,"C63751484",955964.68,630998.58,0,0
330293,16,"CASH_IN",112591.59,"C1734502530",945741.19,1058332.78,"C188878238",946959.68,1086949.74,0,0
330725,16,"CASH_IN",24161.14,"C1940934189",277848.16,302009.3,"C418449297",520327.24,673339.31,0,0
330885,16,"CASH_IN",89296.21,"C1832758574",100856,190152.21,"C409824568",931118.21,1158564.45,0,0
331233,16,"CASH_IN",143006.62,"C215285310",1210334.26,1353340.88,"C1594534288",1146485.31,1294454.92,0,0
331530,16,"CASH_OUT",76545.6,"C1962678431",0,0,"C745616204",1017119.24,1204506.05,0,0
331755,16,"CASH_IN",98496.92,"C1965724171",968795.57,1067292.48,"C651099724",646729.89,548232.97,0,0
332038,16,"CASH_IN",260020.47,"C1968971928",72253,332273.47,"C1348937989",1138543.87,878523.4,0,0
332071,16,"CASH_OUT",300693.61,"C2035584452",114140,0,"C712523549",859484.08,1160177.69,0,0
332314,16,"CASH_IN",427317.08,"C2024824436",943378.17,1370695.25,"C311147552",1458002.37,1729523.99,0,0
332680,16,"CASH_IN",35438.1,"C168624440",388366.59,423804.69,"C772902703",947298.91,982120.28,0,0
332682,16,"CASH_IN",50678.28,"C1828578833",512739.15,563417.42,"C415254661",840476.43,1090946.96,0,0
332724,16,"CASH_IN",215720.05,"C1962425020",15082,230802.05,"C976082192",1204574.02,988853.97,0,0
332944,16,"CASH_IN",102370.88,"C202268473",358637.61,461008.49,"C1933551353",545290.92,442920.04,0,0
333041,16,"CASH_IN",306664.81,"C1928902308",569580.67,876245.48,"C106515664",1197784.03,891119.22,0,0
333277,16,"CASH_OUT",402646.48,"C2018288743",65072,0,"C844969763",1157410.47,1560056.95,0,0
334037,16,"CASH_IN",378646.52,"C1782960661",290606.03,669252.55,"C1670445212",1090622.56,711976.03,0,0
334061,16,"CASH_IN",244313.04,"C19162515",1250631.81,1494944.86,"C2043541480",943465.48,699152.44,0,0
334847,16,"CASH_IN",204433.24,"C2024544182",25383.06,229816.31,"C130487715",1280420.33,1067790.11,0,0
334855,16,"CASH_IN",300017.85,"C2043584281",1144900.06,1444917.91,"C1777285191",1071970.21,1359363.98,0,0
335303,16,"CASH_IN",289015.24,"C2092339787",806901.78,1095917.02,"C1939597728",691943.82,886057.22,0,0
335799,16,"CASH_IN",64828.99,"C1919423950",409873.92,474702.91,"C910996800",856398.55,791569.56,0,0
335952,16,"CASH_IN",329532.23,"C1904167866",1144,330676.23,"C1832407400",1188804.55,870817.37,0,0
336085,16,"CASH_OUT",13313.45,"C1930831752",16743,3429.55,"C873692561",1338602.4,1351915.85,0,0
336348,16,"CASH_OUT",148032.49,"C270684986",380671.41,232638.92,"C260063259",985697.9,1133730.39,0,0
336510,16,"CASH_IN",108682.73,"C2035367678",227906.47,336589.2,"C1654951352",1251993.84,1345968.47,0,0
337106,16,"CASH_OUT",198668.11,"C1989832464",303784,105115.89,"C1380252219",636929.16,878551.64,0,0
337737,16,"CASH_IN",497325.29,"C1953382427",31043,528368.29,"C779829327",1164406.22,667080.93,0,0
338007,16,"TRANSFER",2701905.3,"C494334546",2701905.3,0,"C428725863",0,0,1,0
338008,16,"CASH_OUT",2701905.3,"C2140905252",2701905.3,0,"C970796050",57418,2759323.3,1,0
338265,16,"CASH_IN",84102.63,"C1892175767",876207.89,960310.53,"C288233369",841179.88,757077.24,0,0
338268,16,"CASH_IN",201307.1,"C217246046",1341319.85,1542626.96,"C1738294458",1098656.1,897349,0,0
338334,16,"CASH_OUT",252441.14,"C1808950187",987028.73,734587.59,"C2135806154",664471.73,916912.87,0,0
338525,16,"CASH_OUT",283035.3,"C2118456050",961224,678188.7,"C686728214",392407.69,675443,0,0
339670,16,"CASH_OUT",102867.52,"C1873003007",62675,0,"C779296240",1023374.34,1126241.86,0,0
340213,16,"CASH_IN",124858.41,"C199508576",795.19,125653.6,"C443298466",909540.62,784682.22,0,0
340308,16,"TRANSFER",25189.56,"C1857612154",259975,234785.44,"C766040403",515549.68,810380.95,0,0
340403,16,"CASH_OUT",32990.07,"C1944507347",767620.35,734630.28,"C1741896955",426434.13,502664.58,0,0
340444,16,"CASH_OUT",486989.19,"C1818512416",1236518.6,749529.42,"C842037255",839494.29,1326483.48,0,0
340448,16,"CASH_OUT",114356.49,"C1877661551",531401.42,417044.93,"C1033049515",1228205,1342561.49,0,0
340776,16,"CASH_OUT",219300.43,"C2116145328",263853.37,44552.93,"C1972301",809143.95,1028444.38,0,0
341272,16,"CASH_OUT",47013.77,"C1874851403",765523.02,718509.25,"C981337332",430050.45,477064.22,0,0
341654,16,"CASH_OUT",104942.88,"C1981359586",0,0,"C990355670",1098946.53,1203889.41,0,0
341810,16,"CASH_OUT",24189.39,"C2123717922",1005097.34,980907.95,"C1418126774",1717627.48,1741816.87,0,0
342817,16,"CASH_OUT",266924.96,"C1903501238",451937,185012.04,"C754567864",1350164.12,1617089.08,0,0
342873,16,"CASH_OUT",334472.22,"C29877405",527790,193317.78,"C758242778",886887.82,1221360.04,0,0
343300,16,"TRANSFER",31074,"C457962127",31074,0,"C614104997",0,0,1,0
343310,16,"CASH_IN",252623.71,"C1856657304",943658.59,1196282.3,"C922293804",277615.75,510602.12,0,0
343469,16,"CASH_OUT",158532.65,"C1910319676",172554.17,14021.51,"C2094708332",1021489.29,1180021.94,0,0
343523,16,"CASH_IN",171250.02,"C193682459",71072,242322.02,"C1469153162",1296561.83,1125311.81,0,0
343662,16,"CASH_OUT",70603.89,"C2103158412",374273.58,303669.69,"C1664920909",794151.4,947400.05,0,0
343921,16,"CASH_IN",28298.51,"C1884386206",543795.14,572093.65,"C304668888",412519.88,466391.96,0,0
344996,16,"CASH_OUT",333402.45,"C1821890848",464570.19,131167.75,"C1776339118",639830.47,973232.91,0,0
345361,16,"CASH_OUT",77638.23,"C2114044935",449498.82,371860.59,"C973996892",1162750.74,1240388.97,0,0
345710,16,"CASH_OUT",208021.56,"C197870993",30778,0,"C785812458",1104808.22,1312829.78,0,0
346160,16,"CASH_IN",204005.38,"C2087497063",982469.95,1186475.33,"C2005551176",1121495.74,2049979,0,0
347371,16,"CASH_IN",198348.56,"C2414762",1242345.81,1440694.37,"C1852633892",947939.16,816792.36,0,0
347452,16,"CASH_OUT",248473.35,"C1960124196",421410.56,172937.2,"C417048985",580568.94,1251377.51,0,0
347734,16,"TRANSFER",121626.82,"C185016231",121626.82,0,"C1409959",0,0,1,0
348291,17,"CASH_IN",346603.97,"C1997075095",10110,356713.97,"C1022458520",1334357.79,1241862.76,0,0
349471,17,"CASH_OUT",180233.34,"C1941014439",928905.27,748671.94,"C710458855",350490.71,530724.05,0,0
350006,17,"CASH_IN",87981.6,"C1902977920",911591.99,999573.59,"C418053272",1273540.46,1185558.86,0,0
350164,17,"CASH_IN",259919.02,"C193062455",890103.19,1150022.2,"C957175845",792499.44,647583.84,0,0
350245,17,"CASH_OUT",136975.96,"C1911971865",0,0,"C460751062",1163822.21,1300798.17,0,0
350592,17,"CASH_OUT",248651.05,"C1893370332",617164,368512.95,"C270610167",1014871.13,1263522.18,0,0
351191,17,"CASH_IN",98367.78,"C2086052585",33140,131507.78,"C765206415",1435620.77,1337252.99,0,0
351401,17,"CASH_OUT",90890.49,"C1938545576",0,0,"C637109899",967668.8,1340472.81,0,0
351470,17,"DEBIT",13411.81,"C1944702978",203949,190537.19,"C963712724",1070112.63,1083524.43,0,0
351637,17,"CASH_IN",195104.02,"C1750182042",214476,409580.02,"C857010900",1354924.53,847577.32,0,0
352096,17,"CASH_IN",165089.89,"C168601150",953284.92,1118374.81,"C820234826",978507.23,813417.34,0,0
352154,17,"CASH_OUT",8114.36,"C213346024",266732.44,258618.08,"C773182846",1443963.51,1452077.87,0,0
352291,17,"CASH_IN",379351.25,"C1874897438",263199.44,642550.69,"C300288129",875746.42,496395.17,0,0
353206,17,"CASH_IN",390694.41,"C1880756757",20649,411343.41,"C862820196",1396437.31,1005742.9,0,0
353301,17,"CASH_OUT",123186.55,"C2000065197",338559.05,215372.5,"C1029052712",976611.37,1099797.92,0,0
353479,17,"CASH_OUT",153166.53,"C176533690",760331.01,607164.48,"C2046218218",1524765.75,1677932.28,0,0
353480,17,"CASH_OUT",39158.99,"C1910080865",607164.48,568005.49,"C1338318961",1266803.11,1305962.1,0,0
353481,17,"CASH_OUT",43317.11,"C2043521310",568005.49,524688.38,"C1685286937",477176.69,520493.8,0,0
353707,17,"CASH_IN",88877.67,"C1862881816",719700.26,808577.92,"C1444075105",1495980.62,1407102.95,0,0
353731,17,"CASH_OUT",205687.14,"C1991014769",382316.66,176629.53,"C1853914125",1201349.44,1484073.81,0,0
353955,17,"CASH_IN",79688.14,"C1843072092",593773.7,673461.84,"C1758941631",1102478.99,1174767.52,0,0
353958,17,"CASH_IN",53082.06,"C1933074518",1154912.39,1207994.45,"C1981043918",1554323.57,1501241.51,0,0
354144,17,"CASH_OUT",90563.73,"C2013745954",164996.07,74432.34,"C1767230769",816845.61,907409.34,0,0
354189,17,"CASH_IN",350557.84,"C1836442375",15778,366335.84,"C1962978218",1570916.27,1220358.43,0,0
355002,17,"CASH_IN",53090.07,"C1977701747",652731.48,705821.54,"C220139610",563903.55,510813.49,0,0
355006,17,"CASH_IN",408280.16,"C1859290807",1210661.21,1618941.37,"C1158927725",1333822.57,925542.41,0,0
355308,17,"CASH_OUT",301975,"C1982396917",362046.51,60071.51,"C479231807",567758.26,869733.26,0,0
355978,17,"CASH_OUT",319611.77,"C1883151853",304102,0,"C637109899",1020861.04,1340472.81,0,0
356277,17,"CASH_OUT",94344.22,"C213214171",612089.6,517745.38,"C1673108714",988832.39,1083176.61,0,0
356280,17,"CASH_OUT",178217.12,"C1975986072",318411.45,140194.33,"C276663139",525566.37,703783.49,0,0
356375,17,"CASH_OUT",208293.38,"C1965245404",149855,0,"C80027784",1225779.06,1434072.44,0,0
357035,17,"CASH_OUT",157610.83,"C1900516917",288705.99,131095.16,"C877277085",1181384.6,1315295.1,0,0
357106,17,"CASH_IN",222920.31,"C225669243",953791.79,1176712.11,"C1116999236",1206061.3,983140.99,0,0
358148,17,"CASH_OUT",16479.23,"C1982533374",99673,83193.77,"C695653925",1276930.08,1293409.31,0,0
358937,17,"CASH_OUT",29668.08,"C2010500807",0,0,"C610035444",1131590.44,1161258.52,0,0
359323,17,"CASH_OUT",785.93,"C1953651886",231904.07,231118.14,"C1698704934",1134038.3,1134824.23,0,0
359364,17,"CASH_OUT",81700.11,"C1963570580",800974.4,719274.3,"C970846452",289624.36,371324.46,0,0
359441,17,"CASH_IN",137654.35,"C1887560144",80209,217863.35,"C525141182",1541826.7,1670703.81,0,0
359471,17,"CASH_OUT",90104.82,"C1968683224",243508.06,153403.24,"C583566517",801941.31,892046.13,0,0
360420,17,"CASH_OUT",59948.78,"C201273854",0,0,"C807210147",1238952.57,1195228.44,0,0
360847,17,"CASH_OUT",191719.22,"C1997655009",58324,0,"C2076351339",1014170.72,1248570.59,0,0
362239,17,"CASH_OUT",84939.18,"C1977737558",0,0,"C321820425",1052384.45,1137323.63,0,0
362493,17,"CASH_IN",558487.14,"C1960677029",298073,856560.14,"C1377735234",1276402.38,846633.58,0,0
363058,17,"CASH_IN",139897.15,"C2033419048",1231118.72,1371015.88,"C1627551181",1201982.38,1323364.46,0,0
363337,17,"CASH_OUT",87492.69,"C1950057738",0,0,"C903038642",1245117.54,1332610.23,0,0
363419,17,"CASH_IN",307818.53,"C2099340831",88232.81,396051.34,"C1753019580",1245653.75,836505.36,0,0
363762,17,"CASH_IN",258632.22,"C1980876066",249474.31,508106.54,"C768108628",1126587.87,867955.65,0,0
363763,17,"CASH_IN",203900.78,"C1869728032",508106.54,712007.32,"C1808263951",600553.56,548726.63,0,0
364159,17,"CASH_IN",438429.08,"C1888254672",744897.36,1183326.44,"C539058198",2012612.76,1574183.68,0,0
364420,17,"CASH_OUT",22048.64,"C1981186426",600187,578138.36,"C2077369586",313632.59,705466.16,0,0
364922,17,"CASH_OUT",14575.5,"C2039495010",239903.26,225327.77,"C1320121713",714404.31,1003198.18,0,0
365171,17,"TRANSFER",393586.53,"C1971477583",0,0,"C682047102",1109114.04,1244847.77,0,0
365659,17,"CASH_IN",36831.57,"C2018346677",1132295.07,1169126.64,"C511450367",1410973.24,1374141.67,0,0
365842,17,"TRANSFER",112767.14,"C2095785383",648191.04,535423.9,"C847395122",968194.25,1407634.58,0,0
365861,17,"CASH_OUT",70453.57,"C2043944258",499886,429432.43,"C294341923",399362.55,469816.12,0,0
366101,17,"CASH_IN",73944.73,"C2061324301",428271.01,502215.74,"C1690184884",708995.34,635050.61,0,0
366295,17,"CASH_OUT",174004.33,"C195469110",372917.7,198913.36,"C1279242955",781439.88,1107897.31,0,0
366313,17,"CASH_IN",24221.03,"C20070276",547778.73,571999.76,"C89834866",434988.77,793044.57,0,0
366915,17,"CASH_OUT",127719.37,"C1918406468",0,0,"C590038354",1036690.68,1164410.04,0,0
367142,17,"CASH_OUT",170943.18,"C185678563",910830.39,739887.21,"C1990582553",466177.39,637120.57,0,0
367337,17,"CASH_IN",64772.28,"C1963376996",352368,417140.28,"C1618706646",984331,1009097.37,0,0
367528,17,"CASH_IN",358996.21,"C1936291315",868331.96,1227328.17,"C1705915320",908440.43,549444.22,0,0
367745,17,"CASH_IN",396489.03,"C1924049769",468733.37,865222.4,"C513951684",821420.62,424931.59,0,0
368103,17,"TRANSFER",177842.51,"C1759387516",423635.94,245793.43,"C1691522742",765300.56,943143.08,0,0
368255,17,"CASH_OUT",20115.96,"C2070762525",768202.36,748086.4,"C316570223",952597.91,972713.87,0,0
368258,17,"TRANSFER",1639676.27,"C15998296",1639676.27,0,"C1652158314",0,0,1,0
368332,17,"CASH_IN",128323.24,"C1962747777",462643.72,590966.96,"C1267247897",1238501.56,1110178.31,0,0
368368,17,"CASH_OUT",385725.68,"C1977047662",527113.93,141388.25,"C1946269717",399707.77,1060847.71,0,0
369063,17,"CASH_OUT",111054.77,"C2120781586",820463.03,709408.27,"C1907829879",646194.49,382883.43,0,0
369600,17,"CASH_OUT",61056.32,"C2044783629",168512.63,107456.31,"C269016862",1240020.1,1301076.42,0,0
369938,17,"CASH_IN",310807.97,"C1953040654",604400,915207.97,"C807931439",932488.47,621680.5,0,0
370048,17,"CASH_OUT",56344.09,"C1810705601",358079.72,301735.63,"C765206415",1337252.99,1393597.08,0,0
370314,17,"CASH_OUT",226766.21,"C2061244150",84740,0,"C232078809",1084039.34,1310805.55,0,0
370602,17,"CASH_IN",178101.17,"C1900443067",625251.94,803353.1,"C1116248863",642576.79,485825.83,0,0
370939,17,"CASH_IN",199005.82,"C1981957588",172544.84,371550.67,"C541264118",1136625.02,937619.19,0,0
370979,17,"CASH_IN",269202.27,"C1730763082",709522.89,978725.16,"C148221420",881198.94,1063746.26,0,0
370982,17,"CASH_IN",67088.11,"C183542614",1170098.52,1237186.63,"C1237409088",1638953.92,1571865.8,0,0
371527,17,"CASH_IN",33336.47,"C182262561",478897.28,512233.75,"C472751704",928238.41,894901.94,0,0
371557,17,"CASH_OUT",192762.48,"C350621138",871604.16,678841.68,"C889808268",1222744.91,1415507.39,0,0
371574,17,"CASH_IN",85185.86,"C1903427339",523904.07,609089.93,"C614903435",1175285.7,1206304.43,0,0
371789,17,"CASH_IN",87711.93,"C2120611842",381959.68,469671.61,"C1055491325",1057950.91,970238.97,0,0
372034,17,"CASH_OUT",115987.3,"C2011001917",371242.24,255254.94,"C973752074",1616357.01,1732344.31,0,0
372141,17,"CASH_IN",133179.6,"C2058105333",50267,183446.6,"C264300738",877703.95,1079483.44,0,0
372683,17,"CASH_IN",176181.36,"C2041167467",97148,273329.36,"C550816025",910391.08,734209.72,0,0
372766,17,"CASH_IN",307193.2,"C2052563147",100451,407644.2,"C1601216798",1437524.29,1130331.09,0,0
372975,17,"CASH_IN",43417.49,"C2038476119",993564.46,1036981.95,"C1476742544",1042418.89,999001.4,0,0
373201,17,"CASH_IN",36947.46,"C1697429652",278898.42,315845.88,"C501170909",1249830.68,1212883.23,0,0
373407,17,"CASH_IN",135484.46,"C1771122983",245838,381322.46,"C1882180569",1489000.01,1603524.81,0,0
373498,17,"CASH_IN",218355.51,"C2019130541",1480808.4,1699163.91,"C188838482",1318960.66,1100605.15,0,0
373697,17,"CASH_IN",316011.32,"C2136434468",347780,663791.32,"C500964049",701808.23,414004.01,0,0
373911,17,"CASH_OUT",2772.64,"C2052888363",123513.99,120741.35,"C727465825",947483.02,950255.66,0,0
374339,17,"CASH_OUT",50544.19,"C2020275587",422588,372043.81,"C1102155168",820104.82,870649.01,0,0
374764,17,"CASH_IN",204655.15,"C2120362459",1372214.32,1576869.47,"C1871530871",1291927.76,1241150.85,0,0
374899,17,"CASH_IN",109763.04,"C1896419656",452261,562024.04,"C1674644027",1634994.66,1525231.62,0,0
374974,17,"TRANSFER",474100.05,"C1813556537",597303.55,123203.5,"C797128994",669027.82,1143127.87,0,0
374992,17,"CASH_IN",311194.06,"C2147166484",35225,346419.06,"C1971189236",1346469.24,1035275.17,0,0
375016,17,"CASH_IN",253422.56,"C1982282196",619787,873209.56,"C1849844563",1514824.99,1688421.78,0,0
375052,17,"CASH_OUT",130239.23,"C1999988506",477384.48,347145.26,"C1320829670",1345466.66,1655276.01,0,0
376630,17,"CASH_IN",186849.48,"C2016196611",683340.47,870189.95,"C1459364349",620906.76,434057.28,0,0
376865,17,"CASH_IN",386268.38,"C2053826202",175247,561515.38,"C1975607158",1422345.8,1575933.94,0,0
377151,17,"CASH_OUT",42062.82,"C897869440",340830.43,298767.61,"C616721459",398931.35,678419.64,1,0
377459,17,"DEBIT",4683.19,"C1923142030",263867.73,259184.54,"C214903747",702315.85,706999.04,0,0
377475,17,"CASH_OUT",52928.95,"C2060076509",108329.64,55400.69,"C415550928",926152.97,957258.06,0,0
377868,17,"CASH_IN",340224.43,"C193629597",589848.79,930073.22,"C1125460834",778902.1,424975.83,0,0
378089,17,"CASH_IN",119926.49,"C25114030",1333344.13,1453270.62,"C1965710260",1007317,887390.51,0,0
378524,17,"CASH_OUT",292529.15,"C1959425353",0,0,"C899112471",953028.95,1245558.1,0,0
378611,17,"CASH_OUT",157327.46,"C1977063485",1485914.7,1328587.24,"C300230838",1457617.46,1491748.59,0,0
378689,17,"CASH_OUT",155269.33,"C1953069604",0,0,"C64294407",896812.91,1052082.25,0,0
379024,17,"CASH_OUT",59800.41,"C228823824",397119,337318.59,"C854235584",830471.79,890272.2,0,0
379123,17,"CASH_OUT",134722.59,"C1961308515",0,0,"C869170075",1171835.77,1306558.36,0,0
379274,17,"CASH_OUT",180698.65,"C1822810786",391932.24,211233.59,"C1664903854",685116.59,865815.23,0,0
379446,17,"CASH_IN",58510.22,"C1747087667",934775.79,993286.01,"C1682264452",678840.93,667318.19,0,0
380157,17,"CASH_IN",264368.21,"C2070215561",1288994.48,1553362.69,"C1528968613",1273656.33,1009288.12,0,0
380633,17,"CASH_IN",66925.52,"C332295266",603872.01,670797.53,"C1993207437",999380.98,1032224.58,0,0
380672,17,"DEBIT",1588.99,"C1850282396",399575,397986.01,"C548630646",738982,740570.99,0,0
380859,17,"CASH_OUT",131659.39,"C1850982864",305010,173350.61,"C887273250",1113889.62,1245549.01,0,0
381100,17,"CASH_OUT",143958.23,"C203212163",797317,653358.77,"C1070023623",1022098.06,1166056.3,0,0
381585,17,"CASH_IN",46309.61,"C1876013528",331545,377854.61,"C402465615",557219.65,510910.04,0,0
381734,17,"CASH_IN",115119.02,"C1811203461",1137754.15,1252873.17,"C1729992140",938997.59,823878.57,0,0
382616,17,"CASH_OUT",97478.05,"C2000405578",0,0,"C974485162",1184620.04,1282098.09,0,0
382820,17,"CASH_IN",228797.49,"C1928174066",1151123.45,1379920.94,"C203309430",885190.06,656392.57,0,0
382971,17,"CASH_IN",12135.32,"C2027932639",106294,118429.32,"C1415645767",1281333.92,1269198.59,0,0
383155,17,"CASH_OUT",373559.89,"C181568905",832855.33,459295.44,"C821986027",680207.35,1717229.17,0,0
384664,17,"CASH_OUT",208558.67,"C2135627910",875698.01,667139.34,"C2005939725",1574038.46,1721993.13,0,0
384978,17,"CASH_OUT",144901.92,"C1942130182",737113.07,592211.15,"C406239508",588046.66,732948.58,0,0
385354,17,"CASH_IN",267671.97,"C227680406",355664.78,623336.75,"C294893545",1654098.22,1339960.72,0,0
385531,17,"CASH_OUT",123241.41,"C2052874395",814817.65,691576.23,"C153634664",1356382.81,1479624.22,0,0
385921,17,"CASH_IN",307261.92,"C1813605317",887021.96,1194283.88,"C29810789",1715507.08,1408245.16,0,0
386410,17,"CASH_IN",20829.07,"C191578287",1013386.06,1034215.12,"C1184832349",1639631.38,1726274.52,0,0
386573,17,"CASH_IN",356220.86,"C1876722358",530909.9,887130.76,"C654054040",1178422,822201.14,0,0
387092,17,"CASH_IN",123789.69,"C2086329297",694211.66,818001.35,"C818838019",1878287.36,1754497.67,0,0
387096,17,"CASH_IN",75690.2,"C1928734941",1148761.8,1224452,"C1713270701",1018155.57,942465.37,0,0
387932,17,"TRANSFER",147817.23,"C1873795940",323344.57,175527.33,"C846326826",534358.59,682175.82,0,0
389488,17,"CASH_OUT",235552.36,"C291321233",570813,335260.64,"C597419163",1400820.06,1636372.42,0,0
389784,17,"TRANSFER",178377,"C2071331551",59355,0,"C945037506",965712.37,1144089.37,0,0
389840,17,"CASH_IN",69495.3,"C2059574047",1185972.32,1255467.63,"C561092459",746715.85,677220.55,0,0
389938,17,"CASH_IN",94885.72,"C1946625548",862041.63,956927.34,"C1327343835",1300946.39,1206060.68,0,0
389939,17,"CASH_IN",49673.7,"C276657697",956927.34,1006601.04,"C56400022",876287.6,826613.91,0,0
390035,17,"CASH_OUT",116871.17,"C1901246175",962397.04,845525.88,"C10573518",1434280.25,1551151.42,0,0
390345,17,"CASH_IN",226148.08,"C1937750672",37523.61,263671.69,"C384279820",930372.89,627565.41,0,0
390569,17,"CASH_IN",125123.6,"C2140398130",447960.86,573084.46,"C769298867",1136181.14,1011057.54,0,0
390571,17,"CASH_IN",112805.97,"C312689392",787796.9,900602.87,"C979424752",1297701.19,1184895.22,0,0
390906,17,"TRANSFER",2046.77,"C1974690702",259391.31,257344.54,"C632872210",551282.26,553329.02,0,0
391361,17,"CASH_IN",159621.34,"C245050570",327292.35,486913.69,"C1169384430",1335412.58,1175791.24,0,0
391366,17,"CASH_IN",156990.21,"C214435753",1079288.23,1236278.44,"C2088638273",1485459.19,1577817.69,0,0
391547,17,"CASH_IN",345068.49,"C266437429",962029.68,1307098.17,"C410140116",1042189.39,697120.9,0,0
391627,18,"TRANSFER",67387.63,"C2137232661",385367.48,317979.85,"C618155294",767281.96,834669.59,0,0
392227,18,"CASH_OUT",46922.69,"C204469781",103874,56951.31,"C639661773",989358.15,1036280.84,0,0
393021,18,"CASH_OUT",59781.36,"C1971921208",392792.58,333011.22,"C1487456826",604166.83,663948.19,0,0
393257,18,"CASH_OUT",37805.54,"C1847224743",105977,68171.46,"C507046070",901249.13,939054.68,0,0
393350,18,"CASH_OUT",191281.62,"C1910131058",6674,0,"C446093259",1072229.87,1263511.48,0,0
393636,18,"CASH_OUT",310463.81,"C2004815016",0,0,"C564677554",953344.87,1263808.67,0,0
